Id,PostTypeId,CreationDate,Score,OwnerUserId
40906,1,2018-11-08T09:06:13.390,8,62217.0
40908,2,2018-11-08T09:45:59.183,55,61253.0
40916,1,2018-11-08T12:23:20.380,0,2893.0
40918,1,2018-11-08T13:00:08.220,3,61406.0
40923,2,2018-11-08T13:39:54.153,1,23159.0
40924,1,2018-11-08T13:42:28.540,1,62235.0
40928,2,2018-11-08T15:04:40.737,1,45221.0
40929,2,2018-11-08T15:35:29.003,1,61936.0
40930,1,2018-11-08T16:05:00.290,5,17208.0
40931,1,2018-11-08T16:05:28.610,0,43514.0
40932,2,2018-11-08T16:46:26.027,0,52974.0
40933,1,2018-11-08T16:55:42.650,0,62249.0
40934,1,2018-11-08T17:03:34.083,1,60011.0
40935,1,2018-11-08T17:11:05.717,0,62252.0
40936,2,2018-11-08T17:43:33.560,0,59010.0
40940,1,2018-11-08T22:06:24.627,1,57825.0
40941,2,2018-11-08T22:38:14.637,2,23305.0
40942,2,2018-11-08T22:53:07.920,1,59010.0
40943,1,2018-11-08T23:08:29.697,0,31135.0
40944,1,2018-11-09T00:27:27.257,1,53986.0
40945,1,2018-11-09T01:15:16.237,1,7812.0
40946,1,2018-11-09T04:09:15.077,2,1151.0
40947,1,2018-11-09T04:55:55.647,0,52588.0
40949,2,2018-11-09T06:32:53.117,1,61580.0
40950,2,2018-11-09T06:39:44.347,0,62270.0
40951,2,2018-11-09T06:52:07.410,0,62097.0
40952,2,2018-11-09T07:25:43.333,1,51714.0
40953,2,2018-11-09T08:40:15.023,1,34153.0
40955,1,2018-11-09T10:21:30.677,1,61756.0
40957,1,2018-11-09T10:34:22.410,2,62278.0
40958,1,2018-11-09T11:07:11.450,0,62279.0
40960,2,2018-11-09T11:58:38.993,0,45166.0
40963,1,2018-11-09T13:13:31.323,1,51129.0
40964,2,2018-11-09T13:24:34.030,0,23159.0
40966,2,2018-11-09T14:21:55.700,1,8820.0
40967,2,2018-11-09T14:42:45.437,1,23159.0
40968,1,2018-11-09T14:55:38.237,1,57898.0
40969,1,2018-11-09T15:37:43.653,0,62238.0
40970,2,2018-11-09T16:56:21.777,0,52719.0
40971,2,2018-11-09T17:00:07.130,0,34153.0
40972,1,2018-11-09T17:56:11.627,1,62294.0
40973,1,2018-11-09T17:58:06.707,5,62295.0
40974,2,2018-11-09T18:16:33.373,2,61936.0
40975,2,2018-11-09T18:54:50.590,1,836.0
40976,1,2018-11-09T19:13:22.503,2,58824.0
40977,1,2018-11-09T19:15:39.597,0,54151.0
40978,1,2018-11-09T19:19:40.893,2,57731.0
40980,2,2018-11-09T20:01:09.930,1,54255.0
40981,2,2018-11-09T20:07:02.290,1,61580.0
40982,1,2018-11-09T20:58:03.423,3,58736.0
40983,2,2018-11-09T21:25:37.187,3,23159.0
40985,2,2018-11-09T21:58:15.673,1,23159.0
40986,2,2018-11-09T22:05:55.143,5,44456.0
40989,1,2018-11-10T04:48:55.783,0,59042.0
40990,2,2018-11-10T05:05:15.433,1,23159.0
40991,2,2018-11-10T09:31:17.270,12,62319.0
40994,2,2018-11-10T10:44:25.270,0,61936.0
40996,2,2018-11-10T11:28:34.707,1,61936.0
40997,2,2018-11-10T11:52:48.017,0,61406.0
40998,1,2018-11-10T12:57:54.050,3,57019.0
41001,2,2018-11-10T14:24:14.833,11,60621.0
41003,1,2018-11-10T15:04:08.843,1,61261.0
41005,2,2018-11-10T15:15:12.517,8,43077.0
41007,1,2018-11-10T15:25:55.217,1,62337.0
41008,1,2018-11-10T15:39:22.657,0,58026.0
41010,2,2018-11-10T16:40:46.753,1,34153.0
41012,2,2018-11-10T17:51:07.313,1,1330.0
41014,2,2018-11-10T19:03:31.510,1,1029.0
41015,1,2018-11-10T20:24:14.347,1,62308.0
41016,1,2018-11-10T20:27:46.043,2,33279.0
41017,2,2018-11-10T20:58:23.500,1,61936.0
41018,2,2018-11-10T21:34:42.767,2,61936.0
41019,2,2018-11-10T22:02:14.693,1,52426.0
41020,2,2018-11-10T22:32:30.973,1,43077.0
41021,1,2018-11-10T23:01:56.183,0,62353.0
41025,2,2018-11-11T00:46:26.753,1,13505.0
41027,1,2018-11-11T01:59:31.857,3,62358.0
41028,2,2018-11-11T02:19:30.843,2,13505.0
41029,2,2018-11-11T02:43:14.577,1,13505.0
41031,1,2018-11-11T05:00:40.380,1,62358.0
41032,2,2018-11-11T05:24:32.230,0,62364.0
41034,1,2018-11-11T07:54:39.133,5,62368.0
41035,2,2018-11-11T08:11:45.413,3,45107.0
41037,2,2018-11-11T08:43:28.100,1,58837.0
41041,2,2018-11-11T10:50:19.963,3,836.0
41042,1,2018-11-11T10:58:50.693,2,61601.0
41044,1,2018-11-11T12:12:47.947,5,61880.0
41045,2,2018-11-11T12:20:25.343,7,61880.0
41046,1,2018-11-11T12:26:20.513,4,53056.0
41047,2,2018-11-11T12:39:49.000,2,27983.0
41049,1,2018-11-11T14:18:00.293,5,62381.0
41050,2,2018-11-11T14:41:29.723,4,61880.0
41051,1,2018-11-11T14:57:47.920,0,62130.0
41053,2,2018-11-11T15:23:00.720,1,60292.0
41054,1,2018-11-11T15:31:41.843,1,62359.0
41055,1,2018-11-11T17:13:13.673,1,62386.0
41056,1,2018-11-11T19:22:06.367,2,62393.0
41057,2,2018-11-11T19:53:26.953,1,31154.0
41058,2,2018-11-11T19:54:27.857,1,31154.0
41059,1,2018-11-11T20:01:07.137,2,62399.0
41060,2,2018-11-11T20:12:05.890,0,23159.0
41061,2,2018-11-11T20:27:57.807,1,62400.0
41062,2,2018-11-11T22:10:32.103,1,28175.0
41064,1,2018-11-11T22:50:51.473,2,62412.0
41067,1,2018-11-12T00:33:32.303,0,33441.0
41068,1,2018-11-12T02:15:25.840,7,62423.0
41069,2,2018-11-12T02:45:17.870,7,61880.0
41070,2,2018-11-12T04:23:32.987,1,23159.0
41071,2,2018-11-12T05:10:47.843,0,62202.0
41072,2,2018-11-12T05:22:58.703,-2,62202.0
41073,2,2018-11-12T05:36:13.997,0,62202.0
41076,1,2018-11-12T06:56:43.330,3,62432.0
41077,1,2018-11-12T07:14:23.307,1,51369.0
41081,2,2018-11-12T09:08:43.897,1,8878.0
41082,2,2018-11-12T09:09:49.783,1,924.0
41084,1,2018-11-12T10:23:52.897,1,62440.0
41087,2,2018-11-12T10:30:39.813,1,51125.0
41088,1,2018-11-12T10:31:56.487,1,61900.0
41089,2,2018-11-12T11:01:11.773,3,62442.0
41091,1,2018-11-12T11:34:07.283,1,62445.0
41092,2,2018-11-12T11:37:35.583,0,62446.0
41093,1,2018-11-12T11:38:56.847,2,57434.0
41095,2,2018-11-12T11:52:59.337,0,45221.0
41097,2,2018-11-12T12:48:23.603,0,8878.0
41098,2,2018-11-12T12:53:17.193,0,28175.0
41103,2,2018-11-12T13:46:02.390,2,23159.0
41105,2,2018-11-12T14:38:56.340,0,924.0
41106,1,2018-11-12T15:08:23.890,1,62458.0
41107,1,2018-11-12T15:50:45.360,1,60714.0
41110,1,2018-11-12T16:15:49.080,0,62461.0
41111,1,2018-11-12T16:22:21.327,0,24719.0
41112,2,2018-11-12T16:38:21.337,0,836.0
41113,1,2018-11-12T16:48:25.597,10,14886.0
41116,1,2018-11-12T18:37:26.023,0,58585.0
41117,2,2018-11-12T18:59:40.540,2,16220.0
41119,2,2018-11-12T19:05:41.590,1,23159.0
41124,2,2018-11-12T21:56:21.253,1,52799.0
41125,2,2018-11-12T21:57:54.370,5,62476.0
41126,2,2018-11-12T22:17:25.127,3,23305.0
41127,1,2018-11-12T22:52:12.963,0,62479.0
41128,2,2018-11-12T22:56:38.487,6,19261.0
41130,2,2018-11-12T23:30:51.773,1,60565.0
41131,1,2018-11-12T23:37:38.087,1,62484.0
41132,2,2018-11-12T23:38:12.630,0,60565.0
41133,1,2018-11-12T23:38:39.260,0,62483.0
41134,1,2018-11-12T23:52:02.740,1,2454.0
41135,1,2018-11-13T01:07:57.547,0,45929.0
41139,2,2018-11-13T01:47:21.773,1,62202.0
41140,2,2018-11-13T01:58:49.637,1,62202.0
41141,2,2018-11-13T02:27:59.767,1,62202.0
41143,2,2018-11-13T05:10:53.440,0,62202.0
41145,2,2018-11-13T05:23:09.213,0,62097.0
41148,1,2018-11-13T06:38:24.097,1,62496.0
41149,1,2018-11-13T06:38:25.147,0,61496.0
41150,2,2018-11-13T06:46:20.747,2,108.0
41151,1,2018-11-13T07:24:48.880,0,41591.0
41152,2,2018-11-13T08:01:40.867,1,62202.0
41155,2,2018-11-13T09:05:32.443,0,51714.0
41156,2,2018-11-13T09:10:25.483,1,60574.0
41161,2,2018-11-13T13:25:40.420,0,62514.0
41162,1,2018-11-13T13:44:10.860,2,60636.0
41163,1,2018-11-13T13:58:48.073,2,62515.0
41165,2,2018-11-13T14:22:52.300,1,57416.0
41166,1,2018-11-13T14:49:26.603,1,60636.0
41167,1,2018-11-13T14:53:25.317,0,62521.0
41168,2,2018-11-13T15:04:59.260,3,57416.0
41170,1,2018-11-13T16:13:23.310,0,45868.0
41171,1,2018-11-13T16:16:48.480,1,62519.0
41172,2,2018-11-13T16:28:48.010,0,28175.0
41173,1,2018-11-13T16:45:57.047,3,62528.0
41174,2,2018-11-13T16:53:53.643,1,52799.0
41175,1,2018-11-13T17:38:26.170,3,51878.0
41176,1,2018-11-13T17:41:21.663,2,54968.0
41177,1,2018-11-13T17:51:23.150,1,58433.0
41179,2,2018-11-13T18:06:45.527,0,62241.0
41180,2,2018-11-13T18:14:26.403,0,62534.0
41181,2,2018-11-13T20:38:01.640,0,836.0
41182,2,2018-11-13T20:59:00.720,1,40735.0
41184,2,2018-11-13T22:20:55.700,1,26562.0
41185,1,2018-11-13T22:50:54.063,2,61467.0
41186,2,2018-11-13T22:57:28.380,1,62548.0
41187,2,2018-11-13T23:45:31.950,7,45264.0
41191,1,2018-11-14T04:58:48.523,2,23773.0
41192,1,2018-11-14T05:31:27.797,2,62566.0
41193,1,2018-11-14T06:29:52.640,3,62568.0
41195,2,2018-11-14T08:06:01.587,0,37330.0
41196,1,2018-11-14T08:12:47.780,1,43765.0
41197,2,2018-11-14T08:13:35.900,2,37330.0
41198,2,2018-11-14T08:43:31.103,1,37330.0
41202,2,2018-11-14T10:08:58.070,3,45166.0
41203,2,2018-11-14T10:29:32.757,0,45221.0
41204,1,2018-11-14T11:49:16.150,6,33058.0
41208,1,2018-11-14T12:17:00.390,2,32884.0
41209,2,2018-11-14T12:22:55.150,0,61895.0
41212,1,2018-11-14T13:47:18.767,1,62591.0
41213,1,2018-11-14T13:58:41.377,1,62588.0
41214,2,2018-11-14T14:38:47.427,0,836.0
41215,2,2018-11-14T14:41:27.907,4,61563.0
41216,1,2018-11-14T14:42:13.163,1,62594.0
41217,1,2018-11-14T15:03:36.787,1,59110.0
41218,2,2018-11-14T15:04:36.670,3,62596.0
41219,2,2018-11-14T15:04:39.523,1,61895.0
41220,1,2018-11-14T15:34:14.280,0,46007.0
41224,1,2018-11-14T17:42:16.227,2,46107.0
41226,2,2018-11-14T18:29:17.540,1,62606.0
41228,1,2018-11-14T19:15:32.180,1,49717.0
41229,1,2018-11-14T19:32:12.477,2,60487.0
41230,2,2018-11-14T19:34:56.880,0,50406.0
41231,1,2018-11-14T19:38:12.287,0,62610.0
41232,2,2018-11-14T20:08:57.483,0,28175.0
41233,2,2018-11-14T20:11:03.563,1,61936.0
41234,2,2018-11-14T20:16:07.807,1,45374.0
41235,2,2018-11-14T20:23:26.087,2,50406.0
41236,1,2018-11-14T20:26:07.553,3,23159.0
41237,1,2018-11-14T20:52:15.770,1,48968.0
41238,2,2018-11-14T20:53:41.920,1,50406.0
41239,1,2018-11-14T21:19:40.253,1,62615.0
41242,1,2018-11-15T01:41:39.020,1,62625.0
41246,1,2018-11-15T03:38:17.340,4,62631.0
41252,1,2018-11-15T08:39:27.560,4,62641.0
41254,2,2018-11-15T11:24:14.250,2,60954.0
41255,1,2018-11-15T11:54:52.397,0,45452.0
41256,1,2018-11-15T11:58:19.453,0,41591.0
41257,2,2018-11-15T12:05:32.480,1,58587.0
41258,2,2018-11-15T12:17:47.393,0,41591.0
41259,1,2018-11-15T12:19:57.903,4,58231.0
41260,2,2018-11-15T12:27:47.857,0,471.0
41261,1,2018-11-15T12:57:02.327,1,61406.0
41263,1,2018-11-15T13:38:38.280,1,49752.0
41264,1,2018-11-15T14:12:28.547,1,62663.0
41266,1,2018-11-15T14:24:52.373,9,62664.0
41267,1,2018-11-15T14:31:32.523,2,30462.0
41268,2,2018-11-15T14:47:15.410,1,60565.0
41272,2,2018-11-15T16:07:26.887,1,49717.0
41273,2,2018-11-15T16:38:15.067,1,30359.0
41274,1,2018-11-15T17:06:40.057,7,62670.0
41275,2,2018-11-15T17:35:36.207,1,45264.0
41276,1,2018-11-15T18:12:03.090,1,60003.0
41277,2,2018-11-15T18:28:17.497,0,1029.0
41278,1,2018-11-15T18:35:46.097,1,62673.0
41279,1,2018-11-15T18:54:57.553,1,61766.0
41283,2,2018-11-15T19:59:23.963,3,32884.0
41284,2,2018-11-15T21:28:46.547,1,44299.0
41285,1,2018-11-15T21:34:54.793,6,45237.0
41286,2,2018-11-15T22:43:29.273,8,58890.0
41287,2,2018-11-15T22:57:33.640,1,59010.0
41288,2,2018-11-15T23:15:52.083,0,43077.0
41289,2,2018-11-15T23:37:16.553,1,49143.0
41292,2,2018-11-16T05:43:00.287,3,29587.0
41294,2,2018-11-16T06:03:30.103,0,23773.0
41295,1,2018-11-16T06:20:25.690,1,62695.0
41296,1,2018-11-16T08:13:44.523,0,18124.0
41298,1,2018-11-16T08:50:50.777,2,67743.0
41299,2,2018-11-16T08:57:48.523,0,45264.0
41300,2,2018-11-16T09:02:41.930,1,18238.0
41301,2,2018-11-16T09:04:10.590,2,33812.0
41302,1,2018-11-16T09:12:17.543,1,11097.0
41303,2,2018-11-16T09:26:13.807,4,62704.0
41305,1,2018-11-16T10:09:44.613,1,33279.0
41306,1,2018-11-16T10:27:22.267,1,49752.0
41308,2,2018-11-16T11:34:56.047,1,62711.0
41309,1,2018-11-16T13:55:42.847,4,23240.0
41311,2,2018-11-16T14:13:49.703,1,52799.0
41312,2,2018-11-16T14:23:38.843,0,52799.0
41313,1,2018-11-16T14:24:42.517,2,57445.0
41315,1,2018-11-16T14:54:28.050,2,61843.0
41317,1,2018-11-16T15:25:02.977,2,62723.0
41318,1,2018-11-16T15:32:26.980,2,30953.0
41319,1,2018-11-16T15:58:22.160,0,33279.0
41320,2,2018-11-16T16:08:21.730,1,61936.0
41322,2,2018-11-16T16:29:10.393,9,62725.0
41324,1,2018-11-16T16:50:38.680,1,31135.0
41325,2,2018-11-16T16:57:02.890,5,23305.0
41327,2,2018-11-16T17:55:42.313,0,21024.0
41329,1,2018-11-16T19:58:17.873,3,61261.0
41331,2,2018-11-16T20:08:29.077,2,59010.0
41332,2,2018-11-16T20:17:59.507,1,62737.0
41333,2,2018-11-16T20:37:28.913,1,32884.0
41335,1,2018-11-16T21:59:10.987,0,62743.0
41336,1,2018-11-16T22:37:25.000,4,40659.0
41337,1,2018-11-16T22:40:06.213,0,61400.0
41338,2,2018-11-17T00:06:26.827,6,59142.0
41340,1,2018-11-17T02:45:14.457,6,59695.0
41343,2,2018-11-17T06:08:52.453,1,49375.0
41345,1,2018-11-17T08:01:43.713,1,57834.0
41346,1,2018-11-17T08:23:50.717,1,40515.0
41347,1,2018-11-17T09:51:32.970,2,45907.0
41348,2,2018-11-17T09:55:26.227,2,61936.0
41350,1,2018-11-17T10:51:50.040,3,53453.0
41352,2,2018-11-17T12:58:15.047,7,62772.0
41353,1,2018-11-17T13:26:50.147,1,21560.0
41354,2,2018-11-17T14:50:59.637,0,34153.0
41355,2,2018-11-17T15:11:17.583,0,34153.0
41356,1,2018-11-17T16:33:35.587,0,58511.0
41357,2,2018-11-17T16:58:33.697,1,23159.0
41358,1,2018-11-17T17:02:24.337,2,62779.0
41359,1,2018-11-17T19:09:56.380,1,62784.0
41360,2,2018-11-17T19:10:44.680,1,62787.0
41362,1,2018-11-17T19:31:03.867,12,51878.0
41364,1,2018-11-17T20:28:54.220,1,62789.0
41365,1,2018-11-17T20:39:37.713,2,61261.0
41366,1,2018-11-17T21:05:43.830,2,61601.0
41367,2,2018-11-17T21:53:47.207,2,61936.0
41369,1,2018-11-17T22:31:23.500,2,59387.0
41371,2,2018-11-18T02:49:41.020,1,35644.0
41373,1,2018-11-18T08:42:45.567,1,47958.0
41374,1,2018-11-18T08:48:36.667,1,31960.0
41375,2,2018-11-18T11:34:32.207,1,57526.0
41376,1,2018-11-18T12:08:09.280,6,40515.0
41378,1,2018-11-18T13:00:45.157,5,57975.0
41379,2,2018-11-18T13:48:54.607,2,47637.0
41380,2,2018-11-18T13:54:03.747,1,60565.0
41381,1,2018-11-18T15:11:38.247,4,62824.0
41382,1,2018-11-18T15:19:03.263,1,52595.0
41383,1,2018-11-18T15:53:32.437,1,62827.0
41384,2,2018-11-18T15:56:03.870,4,28175.0
41385,1,2018-11-18T17:41:42.027,7,32628.0
41386,1,2018-11-18T18:01:09.440,1,30153.0
41387,2,2018-11-18T18:02:29.037,1,1330.0
41389,2,2018-11-18T18:28:00.783,0,28175.0
41391,2,2018-11-18T19:13:00.073,5,54395.0
41393,2,2018-11-18T21:32:54.170,8,44456.0
41397,2,2018-11-19T02:38:20.680,0,51638.0
41398,1,2018-11-19T02:39:50.403,6,62829.0
41399,2,2018-11-19T05:56:56.993,3,17020.0
41400,1,2018-11-19T06:09:30.727,0,62846.0
41401,2,2018-11-19T06:27:41.397,0,50406.0
41406,2,2018-11-19T08:55:21.017,0,45221.0
41407,1,2018-11-19T09:16:05.790,2,62854.0
41411,1,2018-11-19T10:20:15.130,3,33605.0
41412,1,2018-11-19T11:29:37.977,1,52143.0
41415,1,2018-11-19T13:06:56.460,1,9273.0
41416,2,2018-11-19T13:38:11.933,4,53479.0
41417,1,2018-11-19T13:39:07.983,13,60636.0
41419,1,2018-11-19T14:54:18.020,2,23334.0
41421,1,2018-11-19T15:34:27.410,3,57019.0
41422,1,2018-11-19T16:00:18.680,7,62882.0
41424,2,2018-11-19T17:58:01.880,0,62190.0
41425,1,2018-11-19T18:24:54.777,6,50863.0
41426,1,2018-11-19T19:03:29.843,7,62887.0
41427,1,2018-11-19T19:12:47.323,2,62886.0
41428,1,2018-11-19T20:03:17.563,10,62889.0
41429,2,2018-11-19T21:07:59.603,2,23240.0
41430,2,2018-11-19T21:13:59.857,3,59182.0
41431,2,2018-11-19T21:26:47.793,12,23305.0
41432,2,2018-11-19T22:33:20.680,6,26562.0
41433,2,2018-11-19T22:51:36.033,2,26562.0
41434,1,2018-11-19T23:55:58.863,3,61400.0
41435,1,2018-11-20T00:29:48.470,0,30802.0
41436,2,2018-11-20T01:41:01.610,11,39644.0
41438,2,2018-11-20T03:45:12.477,1,17696.0
41439,1,2018-11-20T04:39:18.273,0,26.0
41442,2,2018-11-20T06:08:10.890,16,17696.0
41444,2,2018-11-20T06:43:40.557,1,17696.0
41445,2,2018-11-20T07:03:23.730,2,62846.0
41446,1,2018-11-20T07:58:30.247,3,50406.0
41447,1,2018-11-20T10:18:14.547,2,62887.0
41448,1,2018-11-20T10:26:19.857,11,52599.0
41449,2,2018-11-20T10:42:59.700,17,34269.0
41451,1,2018-11-20T10:54:16.350,0,61904.0
41453,2,2018-11-20T11:06:21.863,0,61904.0
41455,2,2018-11-20T11:19:13.737,11,39338.0
41456,1,2018-11-20T12:09:07.677,1,56922.0
41457,2,2018-11-20T12:40:33.237,4,60954.0
41459,1,2018-11-20T13:22:07.777,5,62077.0
41461,2,2018-11-20T14:08:46.590,1,23159.0
41462,2,2018-11-20T14:11:31.183,2,45264.0
41466,2,2018-11-20T16:21:32.410,2,62202.0
41468,1,2018-11-20T16:29:22.237,1,61034.0
41469,2,2018-11-20T17:27:50.047,0,24478.0
41471,1,2018-11-20T17:41:51.217,3,62938.0
41472,2,2018-11-20T18:09:33.317,2,54944.0
41473,2,2018-11-20T18:12:35.847,1,24478.0
41474,1,2018-11-20T18:35:02.013,3,62942.0
41475,2,2018-11-20T18:45:02.713,4,37184.0
41478,1,2018-11-20T19:56:38.233,2,61661.0
41480,2,2018-11-20T20:30:06.527,1,23159.0
41481,1,2018-11-20T20:31:36.623,1,43604.0
41482,1,2018-11-20T20:55:56.533,1,23909.0
41485,2,2018-11-20T21:44:09.090,10,54395.0
41486,1,2018-11-20T21:53:49.940,1,19261.0
41488,2,2018-11-20T22:07:24.053,0,19261.0
41489,2,2018-11-20T22:11:00.863,3,62725.0
41493,2,2018-11-20T23:48:31.643,4,61880.0
41494,1,2018-11-21T00:05:30.257,1,62958.0
41495,2,2018-11-21T00:55:16.167,2,24478.0
41501,1,2018-11-21T10:19:05.223,1,62987.0
41510,1,2018-11-21T12:35:10.590,2,62445.0
41511,2,2018-11-21T12:56:36.653,0,8878.0
41512,2,2018-11-21T13:11:16.597,2,62998.0
41518,1,2018-11-21T15:59:31.993,0,63006.0
41519,2,2018-11-21T16:03:59.003,1,63007.0
41520,1,2018-11-21T16:31:26.070,2,63009.0
41521,2,2018-11-21T17:25:09.800,2,54944.0
41522,2,2018-11-21T17:39:21.767,0,61936.0
41523,2,2018-11-21T21:11:28.163,0,16964.0
41524,1,2018-11-21T22:24:11.200,3,63018.0
41527,1,2018-11-21T22:59:01.120,1,63020.0
41528,1,2018-11-21T23:36:54.547,1,63024.0
41531,1,2018-11-22T02:57:16.517,0,63027.0
41532,2,2018-11-22T04:04:58.137,0,23159.0
41534,2,2018-11-22T04:51:56.527,2,63031.0
41537,2,2018-11-22T08:19:03.290,1,63031.0
41538,1,2018-11-22T08:27:28.020,2,61535.0
41540,1,2018-11-22T08:50:31.780,1,32220.0
41541,2,2018-11-22T08:52:05.970,1,62548.0
41542,2,2018-11-22T08:58:17.577,2,63031.0
41543,2,2018-11-22T09:03:11.687,0,63031.0
41544,1,2018-11-22T10:08:16.593,0,51603.0
41545,2,2018-11-22T10:47:41.263,1,63031.0
41547,1,2018-11-22T11:06:55.347,1,63043.0
41548,2,2018-11-22T11:18:48.547,15,5279.0
41549,2,2018-11-22T11:29:23.073,0,28290.0
41550,2,2018-11-22T11:29:30.927,0,63031.0
41551,1,2018-11-22T11:47:38.113,0,63047.0
41552,2,2018-11-22T11:48:54.560,1,63031.0
41554,2,2018-11-22T12:06:57.650,1,63031.0
41556,1,2018-11-22T12:55:15.743,0,63052.0
41560,2,2018-11-22T14:08:12.807,0,63031.0
41561,2,2018-11-22T14:11:49.160,0,23334.0
41565,2,2018-11-22T15:38:17.100,0,43077.0
41569,1,2018-11-22T17:19:41.573,4,63067.0
41572,1,2018-11-22T18:53:26.377,1,49032.0
41573,2,2018-11-22T19:42:31.350,0,49032.0
41577,2,2018-11-22T23:05:56.203,1,32884.0
41581,1,2018-11-23T02:31:00.740,0,43077.0
41582,1,2018-11-23T02:51:55.530,3,51839.0
41584,2,2018-11-23T05:43:55.127,4,29587.0
41586,1,2018-11-23T06:04:22.670,0,61162.0
41591,2,2018-11-23T07:44:06.163,0,63090.0
41592,2,2018-11-23T08:11:46.323,1,49217.0
41593,2,2018-11-23T08:15:37.727,1,49217.0
41594,2,2018-11-23T08:17:03.640,1,62097.0
41596,2,2018-11-23T09:52:41.287,1,62822.0
41601,1,2018-11-23T11:59:16.723,1,49700.0
41604,2,2018-11-23T13:40:10.663,1,61941.0
41605,1,2018-11-23T13:44:15.163,1,62386.0
41606,1,2018-11-23T14:31:27.070,0,63102.0
41607,1,2018-11-23T14:40:46.907,1,63103.0
41611,1,2018-11-23T15:01:47.387,3,19261.0
41612,1,2018-11-23T15:30:22.910,0,59171.0
41613,1,2018-11-23T15:44:12.760,0,43473.0
41617,2,2018-11-23T16:21:53.770,3,62386.0
41618,2,2018-11-23T16:30:39.953,0,49700.0
41619,1,2018-11-23T16:50:22.037,4,19261.0
41620,2,2018-11-23T17:18:17.573,1,49217.0
41621,2,2018-11-23T17:28:03.643,5,28175.0
41622,2,2018-11-23T18:04:08.733,1,924.0
41624,2,2018-11-23T18:41:20.840,5,52799.0
41626,2,2018-11-23T19:19:30.853,1,32884.0
41628,1,2018-11-23T19:26:07.767,0,63116.0
41634,2,2018-11-23T22:59:18.287,3,63126.0
41635,2,2018-11-24T00:53:39.350,3,55104.0
41636,1,2018-11-24T04:01:14.397,3,54046.0
41637,1,2018-11-24T04:52:48.997,0,26752.0
41638,1,2018-11-24T05:01:17.510,1,63129.0
41640,2,2018-11-24T07:47:19.290,1,53479.0
41641,1,2018-11-24T09:15:27.277,1,63131.0
41648,1,2018-11-24T16:55:09.330,1,63144.0
41649,1,2018-11-24T17:22:54.107,1,58736.0
41650,2,2018-11-24T17:48:01.417,1,27665.0
41651,2,2018-11-24T19:46:10.413,0,1330.0
41652,1,2018-11-24T20:24:35.200,1,63149.0
41653,2,2018-11-24T20:53:35.927,5,19261.0
41654,1,2018-11-24T22:42:24.733,2,62762.0
41655,2,2018-11-25T01:37:21.417,4,14519.0
41656,2,2018-11-25T02:44:55.357,7,14519.0
41659,2,2018-11-25T05:15:13.307,1,63166.0
41660,2,2018-11-25T05:32:00.247,4,63166.0
41662,1,2018-11-25T06:32:00.640,0,63168.0
41663,1,2018-11-25T06:38:27.020,1,63169.0
41664,1,2018-11-25T07:04:08.790,3,63171.0
41665,2,2018-11-25T07:21:59.887,2,63171.0
41672,1,2018-11-25T13:29:13.233,1,47467.0
41673,2,2018-11-25T14:04:48.900,1,35541.0
41674,1,2018-11-25T14:48:17.897,0,63188.0
41675,2,2018-11-25T14:54:45.430,0,21.0
41676,1,2018-11-25T15:05:41.413,3,63189.0
41677,2,2018-11-25T15:33:52.753,1,28175.0
41679,2,2018-11-25T16:39:51.947,1,59252.0
41680,1,2018-11-25T16:39:52.637,3,63193.0
41681,2,2018-11-25T16:52:19.163,1,811.0
41682,2,2018-11-25T17:01:05.010,1,811.0
41683,2,2018-11-25T17:42:23.167,1,811.0
41686,1,2018-11-25T20:18:42.237,0,63202.0
41687,1,2018-11-25T20:31:08.777,0,63204.0
41689,1,2018-11-26T00:41:22.793,2,63196.0
41690,2,2018-11-26T03:30:47.493,1,35541.0
41692,2,2018-11-26T07:04:07.337,0,44456.0
41698,1,2018-11-26T09:32:51.070,12,32884.0
41704,1,2018-11-26T11:37:41.200,2,63236.0
41705,2,2018-11-26T12:01:03.580,4,63239.0
41708,1,2018-11-26T16:23:22.670,1,16538.0
41709,2,2018-11-26T16:34:23.573,1,12417.0
41712,1,2018-11-26T19:45:33.917,1,47359.0
41713,1,2018-11-26T19:59:51.593,0,59601.0
41714,1,2018-11-26T20:58:45.203,1,62095.0
41716,2,2018-11-26T23:12:03.820,3,63253.0
41717,1,2018-11-26T23:28:06.263,0,63254.0
41718,2,2018-11-27T00:22:08.793,0,62097.0
41719,2,2018-11-27T00:59:50.923,2,63018.0
41720,1,2018-11-27T02:24:32.973,-1,62386.0
41721,2,2018-11-27T02:46:49.000,1,54944.0
41722,2,2018-11-27T02:54:57.653,1,38892.0
41724,1,2018-11-27T03:19:50.693,2,63262.0
41725,1,2018-11-27T04:39:13.790,2,62469.0
41726,1,2018-11-27T05:07:46.807,0,16807.0
41728,2,2018-11-27T06:40:17.917,0,8820.0
41730,2,2018-11-27T08:25:44.270,1,58747.0
41732,1,2018-11-27T09:29:11.977,13,63282.0
41733,2,2018-11-27T10:23:20.877,3,63287.0
41738,2,2018-11-27T12:19:00.670,0,63296.0
41740,1,2018-11-27T13:00:57.987,3,63304.0
41741,1,2018-11-27T13:10:05.590,0,63306.0
41742,2,2018-11-27T14:18:16.607,4,2932.0
41743,2,2018-11-27T14:24:38.790,0,2932.0
41744,2,2018-11-27T14:45:25.890,0,2932.0
41745,2,2018-11-27T14:48:06.713,2,63282.0
